,Contact type_x,User_ID,Search_Date,Search Type,Search_On,Results,Execution time (s),Search Origin
2068,Staff,VB1CT77        ,12/9/2019,Multiple,studying / students library,115,0.026,BackEnd quick search
2069,Staff,VB1CT77        ,12/9/2019,Multiple,studying / students library,115,0.043,BackEnd quick search
2070,Staff,VB1CT77        ,12/9/2019,Multiple,studying,2983,0.027,FrontEnd quick search
2071,Staff,VB1CT77        ,12/6/2019,Multiple,Brenna Hansen,29,0.86,FrontEnd quick search
2072,Staff,VB1CT77        ,12/6/2019,Multiple,diermeier,403,0.129,FrontEnd quick search
2073,Staff,VB1CT77        ,12/5/2019,Multiple,Diermeier,403,0.025,FrontEnd quick search
2074,Staff,VB1CT77        ,12/5/2019,Multiple,20191112,87,0.029,BackEnd advanced search
2075,Staff,VB1CT77        ,12/5/2019,Multiple,Kopstain / 20191112,0,0,BackEnd quick search
2076,Staff,VB1CT77        ,12/5/2019,Multiple,Kopstain,149,0.164,BackEnd quick search
2077,Staff,VB1CT77        ,12/5/2019,Multiple,Kopstain / capital planning,58,0.063,BackEnd quick search
2078,Staff,VB1CT77        ,12/5/2019,Multiple,Kopstain,149,0.037,FrontEnd quick search
2079,Staff,VB1CT77        ,11/22/2019,Multiple,ingram commons / &quot;The commons&quot;,0,0,BackEnd quick search
2080,Staff,VB1CT77        ,11/22/2019,Multiple,ingram commons / &quot;The commons&quot;,0,0,BackEnd quick search
2081,Staff,VB1CT77        ,11/22/2019,Multiple,ingram commons / ingram commons,0,0,BackEnd quick search
2082,Staff,VB1CT77        ,11/19/2019,Multiple,Francille Bergquist / Bergquist,0,0.021,BackEnd quick search
2083,Staff,VB1CT77        ,11/19/2019,Multiple,Francille Bergquist,0,0,FrontEnd quick search
2084,Staff,VB3CT533       ,6/3/2020,Multiple,staff breakfast,771,0.071,FrontEnd quick search
2085,Staff,VB3CT533       ,6/2/2020,Multiple,diermeier,233,0.078,FrontEnd quick search
2086,Staff,VB3CT533       ,4/27/2020,Multiple,biddlecombe,566,0.094,FrontEnd quick search
2087,Staff,VB3CT533       ,4/27/2020,Multiple,blair / 2020,270,0.075,BackEnd advanced search
2088,Staff,VB3CT533       ,4/27/2020,Multiple,blair,20512,0.121,BackEnd quick search
2089,Staff,VB3CT533       ,4/27/2020,Multiple,middagh,291,0.086,BackEnd quick search
2090,Staff,VB3CT533       ,4/27/2020,Multiple,,330940,0.21,BackEnd advanced search
2091,Staff,VB3CT533       ,4/27/2020,Multiple,nursing virtual,80,0.078,FrontEnd quick search
2092,Staff,VB3CT533       ,4/9/2020,Multiple,chemistry,2594,0.151,BackEnd quick search
2093,Staff,VB3CT533       ,4/9/2020,Multiple,james crowe,49,0.137,BackEnd quick search
2094,Staff,VB3CT533       ,4/9/2020,Multiple,schmitz,3,0.139,BackEnd advanced search
2095,Staff,VB3CT533       ,4/9/2020,Multiple,crowe / schmitz,0,0.001,BackEnd quick search
2096,Staff,VB3CT533       ,4/9/2020,Multiple,crowe,101,0.11,FrontEnd quick search
2097,Staff,VB3CT533       ,4/9/2020,Multiple,lab,16165,0.153,BackEnd quick search
2098,Staff,VB3CT533       ,4/9/2020,Multiple,campos,252,0.066,BackEnd advanced search
2099,Staff,VB3CT533       ,4/9/2020,Multiple,classroom / campos,0,0,BackEnd quick search
2100,Staff,VB3CT533       ,4/9/2020,Multiple,classroom,6414,0.046,FrontEnd quick search
2101,Staff,VB3CT533       ,4/9/2020,Multiple,classroom,6414,0.303,FrontEnd quick search
2102,Staff,VB3CT533       ,3/30/2020,Multiple,staff,46546,0.11,FrontEnd quick search
2103,Staff,VB3CT533       ,3/17/2020,Multiple,kirkland,5429,0.06,FrontEnd quick search
2104,Staff,VB3CT533       ,3/6/2020,Multiple,aerial,2698,0.042,FrontEnd quick search
2105,Staff,VB3CT533       ,3/5/2020,Multiple,bus,0,0,FrontEnd quick search
2106,Staff,VB3CT533       ,3/5/2020,Multiple,bus,308,0.054,FrontEnd quick search
2107,Staff,VB3CT533       ,3/4/2020,Multiple,perry,0,0.001,BackEnd quick search
2108,Staff,VB3CT533       ,3/4/2020,Multiple,candice,0,0,BackEnd quick search
2109,Staff,VB3CT533       ,3/4/2020,Multiple,,17,0.02,BackEnd advanced search
2110,Staff,VB3CT533       ,3/4/2020,Multiple,candice,0,0,BackEnd advanced search
2111,Staff,VB3CT533       ,3/4/2020,Multiple,candice / candice,0,0,BackEnd quick search
2112,Staff,VB3CT533       ,3/2/2020,Multiple,football wente,44,0.036,FrontEnd quick search
2113,Staff,VB3CT533       ,3/2/2020,Multiple,football wente / heart soul wente,0,0,BackEnd quick search
2114,Staff,VB3CT533       ,3/2/2020,Multiple,football wente,44,0.05,FrontEnd quick search
2115,Staff,VB3CT533       ,2/28/2020,Multiple,alumni hall exterior,627,0.045,BackEnd quick search
2116,Staff,VB3CT533       ,2/28/2020,Multiple,exterior,9462,0.04,BackEnd quick search
2117,Staff,VB3CT533       ,2/28/2020,Multiple,alumni hall,13538,0.046,BackEnd advanced search
2118,Staff,VB3CT533       ,2/28/2020,Multiple,alumni hall,4,0.048,BackEnd advanced search
2119,Staff,VB3CT533       ,2/28/2020,Multiple,alumni hall,13538,0.061,BackEnd quick search
2120,Staff,VB3CT533       ,2/28/2020,Multiple,alumni hall exterior,627,0.048,BackEnd advanced search
2121,Staff,VB3CT533       ,2/28/2020,Multiple,alumni hall / alumni hall exterior,627,0.31,BackEnd quick search
2122,Staff,VB3CT533       ,2/28/2020,Multiple,alumni hall / alumni hall patio,62,0.043,BackEnd quick search
2123,Staff,VB3CT533       ,2/28/2020,Multiple,&quot;Alumni Hall&quot;,0,0,FrontEnd quick search
2124,Staff,VB3CT533       ,2/28/2020,Multiple,alumni hall,13538,0.088,FrontEnd quick search
2125,Staff,VB3CT533       ,2/20/2020,Multiple,perry wallace,558,0.049,FrontEnd quick search
2126,Staff,VB3CT533       ,2/7/2020,Multiple,board of trust,807,0.06,FrontEnd quick search
2127,Staff,VB3CT533       ,2/4/2020,Multiple,leadership academy,108,0.033,BackEnd quick search
2128,Staff,VB3CT533       ,2/4/2020,Multiple,vla,176,0.026,BackEnd advanced search
2129,Staff,VB3CT533       ,2/4/2020,Multiple,Phillip Brown / vla,0,0,BackEnd quick search
2130,Staff,VB3CT533       ,2/4/2020,Multiple,Phillip Brown,0,0,FrontEnd quick search
2131,Staff,VB3CT533       ,1/27/2020,Multiple,nashville / aerial,246,0.382,BackEnd quick search
2132,Staff,VB3CT533       ,1/27/2020,Multiple,nashville,32989,0.074,FrontEnd quick search
2133,Staff,VB3CT533       ,1/23/2020,Multiple,library,2621,0.029,FrontEnd quick search
2134,Staff,VB3CT533       ,1/22/2020,Multiple,mlk / mlk march,85,0.042,BackEnd quick search
2135,Staff,VB3CT533       ,1/22/2020,Multiple,mlk / mlk march,85,0.023,BackEnd quick search
2136,Staff,VB3CT533       ,1/22/2020,Multiple,mlk,652,0.037,FrontEnd quick search
2137,Staff,VB3CT533       ,1/17/2020,Multiple,memorial gym,309,0.031,FrontEnd quick search
2138,Staff,VB3CT533       ,12/20/2019,Multiple,perry wallace,0,0,BackEnd quick search
2139,Staff,VB3CT533       ,12/20/2019,Multiple,,79769,0.063,BackEnd advanced search
2140,Staff,VB3CT533       ,12/20/2019,Multiple,perry wallace,0,0,FrontEnd quick search
2141,Staff,VB3CT533       ,12/4/2019,Multiple,wente,0,0,BackEnd quick search
2142,Staff,VB3CT533       ,12/4/2019,Multiple,,16,0.019,BackEnd advanced search
2143,Staff,VB3CT533       ,12/2/2019,Multiple,biden,0,0,FrontEnd quick search
2144,Staff,VB3CT533       ,11/25/2019,Multiple,Football,689,0.09,FrontEnd quick search
2145,Staff,VB3CT533       ,11/5/2019,Multiple,breakfast,2,0.081,FrontEnd quick search
2146,Staff,VB3CT533       ,8/28/2019,Multiple,ertelt,1,0.024,FrontEnd quick search
2147,Staff,VB3CT533       ,8/28/2019,Multiple,,25,0.037,BackEnd advanced search
2148,Staff,VB3CT533       ,8/28/2019,Multiple,heart soul,0,0,FrontEnd quick search
2149,Staff,VB3CT533       ,8/28/2019,Multiple,bass,0,0,FrontEnd quick search
2150,Staff,VB3CT533       ,8/28/2019,Multiple,bass,5,0.023,FrontEnd quick search
2151,Staff,VB3CT533       ,8/28/2019,Multiple,2019,4282,0.036,BackEnd advanced search
2152,Staff,VB3CT533       ,8/28/2019,Multiple,2019 / bass,0,0.05,BackEnd quick search
2153,Staff,VB3CT533       ,8/28/2019,Multiple,2019,4016,0.061,FrontEnd advanced search
2154,Staff,VB1CT58        ,6/5/2020,Multiple,washington,1264,0.078,FrontEnd quick search
2155,Staff,VB1CT58        ,6/5/2020,Multiple,august washington / august,1,0.032,BackEnd quick search
2156,Staff,VB1CT58        ,6/5/2020,Multiple,august washington / washington,1,0.036,BackEnd quick search
2157,Staff,VB1CT58        ,6/5/2020,Multiple,august washington,1,0.041,FrontEnd quick search
2158,Staff,VB1CT58        ,4/22/2020,Multiple,rand dining,525,0.106,BackEnd quick search
2159,Staff,VB1CT58        ,4/22/2020,Multiple,rand exterior,54,0.074,BackEnd quick search
2160,Staff,VB1CT58        ,4/22/2020,Multiple,&quot;Rand/Sarratt Student Center&quot;,81,0.059,BackEnd advanced search
2161,Staff,VB1CT58        ,4/22/2020,Multiple,rand dining / &quot;Rand/Sarratt Student Center&quot;,0,0.041,BackEnd quick search
2162,Staff,VB1CT58        ,4/22/2020,Multiple,rand dining,525,0.106,FrontEnd quick search
2163,Staff,VB1CT58        ,4/8/2020,Multiple,VUMC / 2018,160,0.098,BackEnd advanced search
2164,Staff,VB1CT58        ,4/8/2020,Multiple,VUMC,4594,0.177,BackEnd advanced search
2165,Staff,VB1CT58        ,4/8/2020,Multiple,VUMC / 2019,137,0.112,BackEnd advanced search
2166,Staff,VB1CT58        ,4/8/2020,Multiple,VUMC,4594,0.184,BackEnd advanced search
2167,Staff,VB1CT58        ,4/8/2020,Multiple,VUMC / 2020,13,0.171,BackEnd advanced search
2168,Staff,VB1CT58        ,4/8/2020,Multiple,VUMC,4594,0.323,FrontEnd quick search
2169,Staff,VB1CT58        ,4/2/2020,Multiple,Bronson aerial / 2018,84,0.136,BackEnd advanced search
2170,Staff,VB1CT58        ,4/2/2020,Multiple,Bronson aerial,160,0.084,FrontEnd quick search
2171,Staff,VB1CT58        ,4/2/2020,Multiple,&quot;E. Bronson Ingram&quot;,3604,0.609,FrontEnd quick search
2172,Staff,VB1CT58        ,3/19/2020,Multiple,dining,3787,0.101,FrontEnd quick search
2173,Staff,VB1CT58        ,3/5/2020,Multiple,churchwell,282,0.077,FrontEnd quick search
2174,Staff,VB1CT58        ,1/27/2020,Multiple,police,195,0.03,FrontEnd quick search
2175,Staff,VB1CT58        ,1/27/2020,Multiple,VUPS,1,0.018,BackEnd quick search
2176,Staff,VB1CT58        ,1/27/2020,Multiple,VUPS,1,0.016,BackEnd quick search
2177,Staff,VB1CT58        ,1/27/2020,Multiple,VUPS,1,0.014,BackEnd quick search
2178,Staff,VB1CT58        ,1/27/2020,Multiple,VUPS,1,0.015,BackEnd quick search
2179,Staff,VB1CT58        ,1/27/2020,Multiple,VUPS,1,0.02,BackEnd quick search
2180,Staff,VB1CT58        ,1/27/2020,Multiple,VUPS / police,0,0,BackEnd quick search
2181,Staff,VB1CT58        ,1/27/2020,Multiple,VUPS / VUPD,0,0,BackEnd quick search
2182,Staff,VB1CT58        ,1/27/2020,Multiple,VUPS,1,0.018,FrontEnd quick search
2183,Staff,VB1CT58        ,1/27/2020,Multiple,august washington / washington,0,0,BackEnd quick search
2184,Staff,VB1CT58        ,1/27/2020,Multiple,august washington,0,0,FrontEnd quick search
2185,Staff,VB1CT58        ,1/21/2020,Multiple,Aerial,346,0.025,FrontEnd quick search
2186,Staff,VB1CT58        ,1/17/2020,Multiple,logo,2,0.017,FrontEnd quick search
2187,Staff,VB1CT58        ,1/17/2020,Multiple,division of administration,213,0.03,FrontEnd quick search
2188,Staff,VB1CT58        ,1/17/2020,Multiple,title ix / division of administration,0,0,BackEnd quick search
2189,Staff,VB1CT58        ,1/17/2020,Multiple,title ix,0,0,FrontEnd quick search
2190,Staff,VB1CT58        ,11/22/2019,Multiple,martha rivers ingram commons,7,0.033,BackEnd advanced search
2191,Staff,VB1CT58        ,11/22/2019,Multiple,martha rivers ingram commons,7,0.025,BackEnd quick search
2192,Staff,VB1CT58        ,11/22/2019,Multiple,martha rivers ingram commons,7,0.051,FrontEnd quick search
2193,Staff,VB1CT143       ,6/5/2020,Multiple,darrius,70,0.035,BackEnd advanced search
2194,Staff,VB1CT143       ,6/5/2020,Multiple,shakarah / darrius,0,0,BackEnd quick search
2195,Staff,VB1CT143       ,6/5/2020,Multiple,shakarah,0,0,FrontEnd quick search
2196,Staff,VB1CT143       ,6/5/2020,Multiple,tsu,684,0.046,BackEnd quick search
2197,Staff,VB1CT143       ,6/5/2020,Multiple,,321348,0.129,BackEnd advanced search
2198,Staff,VB1CT143       ,6/5/2020,Multiple,earth horizons,0,0,FrontEnd quick search
2199,Staff,VB1CT143       ,6/4/2020,Multiple,&quot;Wilson Hall&quot;,1584,0.091,BackEnd quick search
2200,Staff,VB1CT143       ,6/4/2020,Multiple,mckay,0,0,BackEnd advanced search
2201,Staff,VB1CT143       ,6/4/2020,Multiple,trueblood / mckay,0,0,BackEnd quick search
2202,Staff,VB1CT143       ,6/4/2020,Multiple,trueblood,1,0.046,FrontEnd quick search
2203,Staff,VB1CT143       ,6/2/2020,Multiple,benson hall,420,0.07,BackEnd quick search
2204,Staff,VB1CT143       ,6/2/2020,Multiple,,322014,0.346,BackEnd advanced search
2205,Staff,VB1CT143       ,6/2/2020,Multiple,george hornberger,1,0.036,BackEnd quick search
2206,Staff,VB1CT143       ,6/2/2020,Multiple,,322641,0.302,BackEnd advanced search
2207,Staff,VB1CT143       ,6/2/2020,Multiple,houston baker,126,0.191,FrontEnd quick search
2208,Staff,VB1CT143       ,5/28/2020,Multiple,jonathan metzl,94,0.042,FrontEnd quick search
2209,Staff,VB1CT143       ,5/28/2020,Multiple,houston baker,126,0.045,FrontEnd quick search
2210,Staff,VB1CT143       ,5/22/2020,Multiple,alan wiseman,1,0.036,FrontEnd quick search
2211,Staff,VB1CT143       ,5/22/2020,Multiple,townsend,374,0.052,BackEnd advanced search
2212,Staff,VB1CT143       ,5/22/2020,Multiple,steven townsend / townsend,9,0.035,BackEnd quick search
2213,Staff,VB1CT143       ,5/22/2020,Multiple,steven townsend,9,0.099,FrontEnd quick search
2214,Staff,VB1CT143       ,5/15/2020,Multiple,family,11523,0.117,FrontEnd quick search
2215,Staff,VB1CT143       ,5/12/2020,Multiple,&quot;Buttrick Hall&quot;,1794,0.03,BackEnd quick search
2216,Staff,VB1CT143       ,5/12/2020,Multiple,buttrick,1996,0.062,BackEnd quick search
2217,Staff,VB1CT143       ,5/12/2020,Multiple,coronavirus,369,0.038,BackEnd advanced search
2218,Staff,VB1CT143       ,5/12/2020,Multiple,david wright / coronavirus,0,0.026,BackEnd quick search
2219,Staff,VB1CT143       ,5/12/2020,Multiple,david wright,32,0.1,FrontEnd quick search
2220,Staff,VB1CT143       ,5/8/2020,Multiple,&quot;Medical Research Building III (MRBIII)&quot;,661,0.053,FrontEnd quick search
2221,Staff,VB1CT143       ,5/8/2020,Multiple,mrb iii,427,0.039,FrontEnd quick search
2222,Staff,VB1CT143       ,5/8/2020,Multiple,&quot;Stevenson Center&quot;,832,0.067,BackEnd advanced search
2223,Staff,VB1CT143       ,5/8/2020,Multiple,eichman / &quot;Stevenson Center&quot;,0,0.001,BackEnd quick search
2224,Staff,VB1CT143       ,5/8/2020,Multiple,eichman,170,0.04,FrontEnd quick search
2225,Staff,VB1CT143       ,5/7/2020,Multiple,rennhoff,52,0.055,BackEnd quick search
2226,Staff,VB1CT143       ,5/7/2020,Multiple,economics student,756,0.108,BackEnd quick search
2227,Staff,VB1CT143       ,5/7/2020,Multiple,economics classroom,183,0.049,BackEnd quick search
2228,Staff,VB1CT143       ,5/7/2020,Multiple,economics,1075,0.052,BackEnd quick search
2229,Staff,VB1CT143       ,5/7/2020,Multiple,,325760,0.14,BackEnd advanced search
2230,Staff,VB1CT143       ,5/7/2020,Multiple,buckles,60,0.064,FrontEnd quick search
2231,Staff,VB1CT143       ,5/7/2020,Multiple,lopez,124,0.073,FrontEnd quick search
2232,Staff,VB1CT143       ,5/4/2020,Multiple,economics / department of economics,139,0.212,BackEnd quick search
2233,Staff,VB1CT143       ,5/4/2020,Multiple,economics,1075,0.047,FrontEnd quick search
2234,Staff,VB1CT143       ,5/4/2020,Multiple,hornberger,1,0.438,FrontEnd quick search
2235,Staff,VB1CT143       ,4/28/2020,Multiple,gabriela ore,1,0.115,FrontEnd quick search
2236,Staff,VB1CT143       ,4/27/2020,Multiple,creanza,0,0.103,BackEnd quick search
2237,Staff,VB1CT143       ,4/27/2020,Multiple,,328948,0.199,BackEnd advanced search
2238,Staff,VB1CT143       ,4/27/2020,Multiple,nicole creanza,0,0,FrontEnd quick search
2239,Staff,VB1CT143       ,4/24/2020,Multiple,cinema media arts,306,0.048,FrontEnd quick search
2240,Staff,VB1CT143       ,4/24/2020,Multiple,student studying in library,1049,0.13,FrontEnd quick search
2241,Staff,VB1CT143       ,4/22/2020,Multiple,latin american garden,62,0.078,FrontEnd quick search
2242,Staff,VB1CT143       ,4/17/2020,Multiple,peter rousseau,1,0.076,FrontEnd quick search
2243,Staff,VB1CT143       ,4/14/2020,Multiple,thomas clements,1,0.038,FrontEnd quick search
2244,Staff,VB1CT143       ,4/13/2020,Multiple,stassun,275,0.042,FrontEnd quick search
2245,Staff,VB1CT143       ,4/10/2020,Multiple,physics,1259,0.067,FrontEnd quick search
2246,Staff,VB1CT143       ,4/8/2020,Multiple,wilson hall,1615,0.095,BackEnd quick search
2247,Staff,VB1CT143       ,4/8/2020,Multiple,,332814,0.167,BackEnd advanced search
2248,Staff,VB1CT143       ,4/8/2020,Multiple,biological sciences building,62,0.066,FrontEnd quick search
2249,Staff,VB1CT143       ,4/8/2020,Multiple,aerial,2454,0.106,FrontEnd quick search
2250,Staff,VB1CT143       ,4/8/2020,Multiple,stevenson center building exterior,0,0.001,BackEnd quick search
2251,Staff,VB1CT143       ,4/8/2020,Multiple,,332814,0.181,BackEnd advanced search
2252,Staff,VB1CT143       ,4/8/2020,Multiple,stevenson center,3785,0.051,BackEnd advanced search
2253,Staff,VB1CT143       ,4/8/2020,Multiple,stevenson center / stevenson center building,412,0.118,BackEnd quick search
2254,Staff,VB1CT143       ,4/8/2020,Multiple,stevenson center,3785,0.043,FrontEnd quick search
2255,Staff,VB1CT143       ,4/8/2020,Multiple,,332814,0.229,BackEnd advanced search
2256,Staff,VB1CT143       ,4/8/2020,Multiple,neuroscience,373,0.079,FrontEnd quick search
2257,Staff,VB1CT143       ,4/8/2020,Multiple,brain,341,0.065,BackEnd quick search
2258,Staff,VB1CT143       ,4/8/2020,Multiple,test tube,6,0.04,BackEnd quick search
2259,Staff,VB1CT143       ,4/8/2020,Multiple,,332814,0.233,BackEnd advanced search
2260,Staff,VB1CT143       ,4/8/2020,Multiple,science,22050,0.093,BackEnd quick search
2261,Staff,VB1CT143       ,4/8/2020,Multiple,,332814,0.384,BackEnd advanced search
2262,Staff,VB1CT143       ,4/8/2020,Multiple,laboratory equipment,177,0.055,FrontEnd quick search
2263,Staff,VB1CT143       ,4/8/2020,Multiple,,332814,0.222,BackEnd advanced search
2264,Staff,VB1CT143       ,4/8/2020,Multiple,research,16443,0.05,BackEnd advanced search
2265,Staff,VB1CT143       ,4/8/2020,Multiple,research / laboratory,5736,0.066,BackEnd quick search
2266,Staff,VB1CT143       ,4/8/2020,Multiple,research,16443,0.061,FrontEnd quick search
2267,Staff,VB1CT143       ,4/8/2020,Multiple,ann tate,1,0.073,FrontEnd quick search
2268,Staff,VB1CT143       ,4/8/2020,Multiple,kaczkurkin,0,0,FrontEnd quick search
2269,Staff,VB1CT143       ,4/7/2020,Multiple,latin american garden,62,0.052,FrontEnd quick search
2270,Staff,VB1CT143       ,3/31/2020,Multiple,&quot;german studies&quot;,0,0.006,BackEnd quick search
2271,Staff,VB1CT143       ,3/31/2020,Multiple,lutz,585,0.047,BackEnd quick search
2272,Staff,VB1CT143       ,3/31/2020,Multiple,,334590,0.208,BackEnd advanced search
2273,Staff,VB1CT143       ,3/31/2020,Multiple,lutz koepnick,0,0,FrontEnd quick search
2274,Staff,VB1CT143       ,3/26/2020,Multiple,derek griffith,102,0.07,BackEnd quick search
2275,Staff,VB1CT143       ,3/26/2020,Multiple,,337147,0.173,BackEnd advanced search
2276,Staff,VB1CT143       ,3/26/2020,Multiple,seth bordenstein,203,0.034,FrontEnd quick search
2277,Staff,VB1CT143       ,3/13/2020,Multiple,,324657,0.138,BackEnd advanced search
2278,Staff,VB1CT143       ,3/13/2020,Multiple,student AND computer,977,0.04,BackEnd quick search
2279,Staff,VB1CT143       ,3/13/2020,Multiple,,324240,0.162,BackEnd advanced search
2280,Staff,VB1CT143       ,3/13/2020,Multiple,student AND phone,26,0.051,FrontEnd quick search
2281,Staff,VB1CT143       ,3/13/2020,Multiple,studying,29839,0.055,FrontEnd quick search
2282,Staff,VB1CT143       ,3/13/2020,Multiple,student AND computer,977,0.122,BackEnd quick search
2283,Staff,VB1CT143       ,3/13/2020,Multiple,student computer,977,0.063,BackEnd quick search
2284,Staff,VB1CT143       ,3/13/2020,Multiple,,323918,0.118,BackEnd advanced search
2285,Staff,VB1CT143       ,3/13/2020,Multiple,faculty student conference,747,0.088,FrontEnd quick search
2286,Staff,VB1CT143       ,3/13/2020,Multiple,library books,1341,0.083,BackEnd quick search
2287,Staff,VB1CT143       ,3/13/2020,Multiple,,322495,0.187,BackEnd advanced search
2288,Staff,VB1CT143       ,3/13/2020,Multiple,librarian,495,0.038,BackEnd quick search
2289,Staff,VB1CT143       ,3/13/2020,Multiple,,322407,0.138,BackEnd advanced search
2290,Staff,VB1CT143       ,3/13/2020,Multiple,heard library,853,0.038,BackEnd quick search
2291,Staff,VB1CT143       ,3/13/2020,Multiple,heard library AND exterior,16,0.051,BackEnd quick search
2292,Staff,VB1CT143       ,3/13/2020,Multiple,,322399,0.125,BackEnd advanced search
2293,Staff,VB1CT143       ,3/13/2020,Multiple,central library AND exterior,57,0.047,BackEnd quick search
2294,Staff,VB1CT143       ,3/13/2020,Multiple,,322396,0.161,BackEnd advanced search
2295,Staff,VB1CT143       ,3/13/2020,Multiple,central library exterior,57,0.077,BackEnd quick search
2296,Staff,VB1CT143       ,3/13/2020,Multiple,central library,4391,0.054,BackEnd quick search
2297,Staff,VB1CT143       ,3/13/2020,Multiple,,322321,0.184,BackEnd advanced search
2298,Staff,VB1CT143       ,3/13/2020,Multiple,heard library,853,0.074,FrontEnd quick search
2299,Staff,VB1CT143       ,3/10/2020,Multiple,kate daniels,38,0.084,FrontEnd quick search
2300,Staff,VB1CT143       ,3/9/2020,Multiple,bordenstein,281,0.066,FrontEnd quick search
2301,Staff,VB1CT143       ,3/6/2020,Multiple,earth environmental science,43,0.055,BackEnd quick search
2302,Staff,VB1CT143       ,3/6/2020,Multiple,,266514,0.16,BackEnd advanced search
2303,Staff,VB1CT143       ,3/6/2020,Multiple,latin american studies,504,0.073,FrontEnd quick search
2304,Staff,VB1CT143       ,3/5/2020,Multiple,latin american studies,402,0.069,FrontEnd quick search
2305,Staff,VB1CT143       ,3/5/2020,Multiple,latin american studies,402,0.084,FrontEnd quick search
2306,Staff,VB1CT143       ,3/5/2020,Multiple,purcell,41,0.045,FrontEnd quick search
2307,Staff,VB1CT143       ,3/3/2020,Multiple,nashville skyline,165,0.034,BackEnd quick search
2308,Staff,VB1CT143       ,3/3/2020,Multiple,,249867,0.109,BackEnd advanced search
2309,Staff,VB1CT143       ,3/3/2020,Multiple,nashville city,2408,0.057,BackEnd advanced search
2310,Staff,VB1CT143       ,3/3/2020,Multiple,nashville / nashville city,2408,0.067,BackEnd quick search
2311,Staff,VB1CT143       ,3/3/2020,Multiple,nashville,149335,0.11,FrontEnd quick search
2312,Staff,VB1CT143       ,3/2/2020,Multiple,katherine caroll,0,0,BackEnd quick search
2313,Staff,VB1CT143       ,3/2/2020,Multiple,,250210,0.126,BackEnd advanced search
2314,Staff,VB1CT143       ,3/2/2020,Multiple,carroll,142,0.038,BackEnd quick search
2315,Staff,VB1CT143       ,3/2/2020,Multiple,,250210,0.133,BackEnd advanced search
2316,Staff,VB1CT143       ,3/2/2020,Multiple,carpenter,11,0.032,BackEnd quick search
2317,Staff,VB1CT143       ,3/2/2020,Multiple,,250235,0.092,BackEnd advanced search
2318,Staff,VB1CT143       ,3/2/2020,Multiple,kitt carpenter,0,0,FrontEnd quick search
2319,Staff,VB1CT143       ,3/2/2020,Multiple,karim,0,0.001,BackEnd quick search
2320,Staff,VB1CT143       ,3/2/2020,Multiple,,250209,0.134,BackEnd advanced search
2321,Staff,VB1CT143       ,3/2/2020,Multiple,sheba karim,0,0,FrontEnd quick search
2322,Staff,VB1CT143       ,2/27/2020,Multiple,2018 / &quot;Central Library&quot; AND students,274,0.043,BackEnd quick search
2323,Staff,VB1CT143       ,2/27/2020,Multiple,2018,51606,0.083,BackEnd advanced search
2324,Staff,VB1CT143       ,2/27/2020,Multiple,library / 2018,1979,0.061,BackEnd advanced search
2325,Staff,VB1CT143       ,2/27/2020,Multiple,library,12193,0.067,BackEnd advanced search
2326,Staff,VB1CT143       ,2/27/2020,Multiple,library / susan urmy,229,0.069,BackEnd advanced search
2327,Staff,VB1CT143       ,2/27/2020,Multiple,library,12193,0.068,BackEnd advanced search
2328,Staff,VB1CT143       ,2/27/2020,Multiple,library / anne rayner,1034,0.057,BackEnd advanced search
2329,Staff,VB1CT143       ,2/27/2020,Multiple,library,12193,0.107,FrontEnd quick search
2330,Staff,VB1CT143       ,2/27/2020,Multiple,honora,1,0.03,BackEnd quick search
2331,Staff,VB1CT143       ,2/27/2020,Multiple,,248431,0.147,BackEnd advanced search
2332,Staff,VB1CT143       ,2/27/2020,Multiple,2018,51606,0.114,BackEnd quick search
2333,Staff,VB1CT143       ,2/27/2020,Multiple,&quot;Central Library&quot; AND students / 2018,274,0.077,BackEnd advanced search
2334,Staff,VB1CT143       ,2/27/2020,Multiple,&quot;Central Library&quot; AND students,1213,0.079,BackEnd quick search
2335,Staff,VB1CT143       ,2/27/2020,Multiple,&quot;Central Library&quot;,4580,0.082,BackEnd quick search
2336,Staff,VB1CT143       ,2/27/2020,Multiple,,248406,0.157,BackEnd advanced search
2337,Staff,VB1CT143       ,2/27/2020,Multiple,jason schultz,1,0.065,FrontEnd quick search
2338,Staff,VB1CT143       ,2/26/2020,Multiple,globalvu,125,0.025,FrontEnd quick search
2339,Staff,VB1CT143       ,2/26/2020,Multiple,globalvu,125,0.028,BackEnd quick search
2340,Staff,VB1CT143       ,2/26/2020,Multiple,,235566,0.09,BackEnd advanced search
2341,Staff,VB1CT143       ,2/26/2020,Multiple,ochonu,15,0.028,FrontEnd quick search
2342,Staff,VB1CT143       ,2/25/2020,Multiple,political science,1697,0.088,BackEnd quick search
2343,Staff,VB1CT143       ,2/25/2020,Multiple,,230338,0.145,BackEnd advanced search
2344,Staff,VB1CT143       ,2/25/2020,Multiple,public policy studies,150,0.045,FrontEnd quick search
2345,Staff,VB1CT143       ,2/24/2020,Multiple,&quot;biological sciences&quot;,382,0.072,BackEnd quick search
2346,Staff,VB1CT143       ,2/24/2020,Multiple,,222288,0.138,BackEnd advanced search
2347,Staff,VB1CT143       ,2/24/2020,Multiple,biology,398,0.052,FrontEnd quick search
2348,Staff,VB1CT143       ,2/24/2020,Multiple,,221742,0.084,BackEnd advanced search
